Country,Region,State,Territory,City
India,Southern,Tamil Nadu,,A.Thirumuruganpoondi
India,Southern,Tamil Nadu,,A.Vellalapatti
India,Western,Gujarat,,Aadityana
India,Western,Gujarat,,Aambaliyasan
India,Western,Gujarat,,Aantaliya
India,Western,Gujarat,,Aarambhada
India,Northeastern,Assam,,Abhayapuri
India,Southern,Tamil Nadu,,Abiramam
India,Northern,Punjab,,Abohar
India,Western,Gujarat,,Abrama
India,Northern,Rajasthan,,Abu
India,Northern,Jammu & Kashmir,,Achabal
India,Western,Maharashtra,,Achalpur
India,Southern,Tamil Nadu,,Achampudur
India,Southern,Tamil Nadu,,Acharapakkam
India,Southern,Tamil Nadu,,Acharipallam
India,Northern,Uttar Pradesh,,Achhalda
India,Northern,Uttar Pradesh,,Achhnera
India,Southern,Tamil Nadu,,Achipatti
India,Western,Gujarat,,Adalaj
India,Northern,Punjab,,Adampur
India,Northern,Uttar Pradesh,,Adari
India,Southern,Tamil Nadu,,Adikaratti
India,Southern,Andhra Pradesh,,Adilabad
India,Southern,Tamil Nadu,,Adiramapattinam
India,Southern,Karnataka,,Adityapatna
India,Eastern,Jharkhand,,Adityapur
India,Southern,Andhra Pradesh,,Adoni
India,Southern,Kerala,,Adoor
India,Eastern,West Bengal,,Adra
India,Southern,Tamil Nadu,,Aduthurai
India,Southern,Karnataka,,Adyar
India,Northern,Uttar Pradesh,,Afzalgarh
India,Southern,Karnataka,,Afzalpur
India,Central,Madhya Pradesh,,Agar
India,Southern,Tamil Nadu,,Agaram
India,Northeastern,Tripura,,Agartala
India,Northern,Uttar Pradesh,,Agarwal
India,Southern,Tamil Nadu,,Agastheeswaram
India,Northern,Uttar Pradesh,,Agra
India,Northern,Uttar Pradesh,,Agra
India,Central,Chhattisgarh,,Ahiwara
India,Western,Maharashtra,,Ahmadnagar
India,Western,Maharashtra,,Ahmadnagar
India,Eastern,West Bengal,,Ahmadpur
India,Western,Maharashtra,,Ahmadpur
India,Western,Gujarat,,Ahmedabad
India,Western,Gujarat,,Ahmedabad
India,Northern,Punjab,,Ahmedgarh
