Country,Region,State,Territory,City
India,South,Andaman & Nicobar Islands,AN-Territory 1,Bombooflat
India,South,Andaman & Nicobar Islands,AN-Territory 1,Garacharma
India,South,Andaman & Nicobar Islands,AN-Territory 1,Port Blair
India,South,Andhra Pradesh,AP-Territory 1,Adilabad
India,South,Andhra Pradesh,AP-Territory 1,Adoni
India,South,Andhra Pradesh,AP-Territory 1,Akkarampalle
India,South,Andhra Pradesh,AP-Territory 1,Akkayapalle
India,South,Andhra Pradesh,AP-Territory 1,Alwal
India,South,Andhra Pradesh,AP-Territory 1,Amadalavalasa
India,South,Andhra Pradesh,AP-Territory 1,Amalapuram
India,South,Andhra Pradesh,AP-Territory 1,Anakapalle
India,South,Andhra Pradesh,AP-Territory 1,Anantapur
India,South,Andhra Pradesh,AP-Territory 1,Asifabad
India,South,Andhra Pradesh,AP-Territory 1,Badepalle
India,South,Andhra Pradesh,AP-Territory 1,Bandarulanka
India,South,Andhra Pradesh,AP-Territory 1,Bapatla
India,South,Andhra Pradesh,AP-Territory 1,Bellampalle
India,South,Andhra Pradesh,AP-Territory 1,Bestavaripeta
India,South,Andhra Pradesh,AP-Territory 1,Bethamcheria
India,South,Andhra Pradesh,AP-Territory 1,Bhadrachalam
India,South,Andhra Pradesh,AP-Territory 1,Bhainsa
India,South,Andhra Pradesh,AP-Territory 1,Bheemavaram
India,South,Andhra Pradesh,AP-Territory 1,Bheemunipatnam
India,South,Andhra Pradesh,AP-Territory 1,Bhongir
India,South,Andhra Pradesh,AP-Territory 1,Bobbili
India,South,Andhra Pradesh,AP-Territory 1,Bodhan
India,South,Andhra Pradesh,AP-Territory 1,Bollaram
India,South,Andhra Pradesh,AP-Territory 1,Bugganipalle
India,South,Andhra Pradesh,AP-Territory 1,Chandur
India,South,Andhra Pradesh,AP-Territory 1,Chatakonda
India,South,Andhra Pradesh,AP-Territory 1,Chemmumiahpet
India,South,Andhra Pradesh,AP-Territory 1,Chilakaluripet
India,South,Andhra Pradesh,AP-Territory 1,Chinnachowk
India,South,Andhra Pradesh,AP-Territory 1,Chintalavalasa
India,South,Andhra Pradesh,AP-Territory 1,Chirala
India,South,Andhra Pradesh,AP-Territory 1,Chittoor
India,South,Andhra Pradesh,AP-Territory 1,Choutuppal
India,South,Andhra Pradesh,AP-Territory 1,Chunchupalle
India,South,Andhra Pradesh,AP-Territory 1,Cuddapah
India,South,Andhra Pradesh,AP-Territory 1,Dasnapur
India,South,Andhra Pradesh,AP-Territory 1,Devarakonda
India,South,Andhra Pradesh,AP-Territory 1,Dharmavaram
India,South,Andhra Pradesh,AP-Territory 1,Dommara Nandyal
India,South,Andhra Pradesh,AP-Territory 1,Dowleswaram
India,South,Andhra Pradesh,AP-Territory 1,Eddumailaram
India,South,Andhra Pradesh,AP-Territory 1,Ekambara kuppam
India,South,Andhra Pradesh,AP-Territory 1,Eluru
India,South,Andhra Pradesh,AP-Territory 1,Farooqnagar
India,South,Andhra Pradesh,AP-Territory 1,Gaddi annaram
India,South,Andhra Pradesh,AP-Territory 1,Gadwal
India,South,Andhra Pradesh,AP-Territory 1,Gajapathinagaram
India,South,Andhra Pradesh,AP-Territory 1,Gajularega
India,South,Andhra Pradesh,AP-Territory 1,Gajuwaka
India,South,Andhra Pradesh,AP-Territory 1,Ghatkeser
India,South,Andhra Pradesh,AP-Territory 1,Gooty
India,South,Andhra Pradesh,AP-Territory 1,Gudivada
India,South,Andhra Pradesh,AP-Territory 1,Gudivada
India,South,Andhra Pradesh,AP-Territory 1,Gudur
India,South,Andhra Pradesh,AP-Territory 1,Guntakal
India,South,Andhra Pradesh,AP-Territory 1,Guntur
India,South,Andhra Pradesh,AP-Territory 1,Hindupur
India,South,Andhra Pradesh,AP-Territory 1,Hyderabad M.Corp
India,South,Andhra Pradesh,AP-Territory 1,Ichchapuram
India,South,Andhra Pradesh,AP-Territory 1,Isnapur
India,South,Andhra Pradesh,AP-Territory 1,Jaggayyapet
India,South,Andhra Pradesh,AP-Territory 1,Jagtial
India,South,Andhra Pradesh,AP-Territory 1,Jallaram Kamanpur
India,South,Andhra Pradesh,AP-Territory 1,Jammalamadugu
India,South,Andhra Pradesh,AP-Territory 1,Jangaon
India,South,Andhra Pradesh,AP-Territory 1,Jarjapupeta
India,South,Andhra Pradesh,AP-Territory 1,Kadiri
India,South,Andhra Pradesh,AP-Territory 1,Kaghaznagar
India,South,Andhra Pradesh,AP-Territory 1,Kakinada
India,South,Andhra Pradesh,AP-Territory 1,Kallur
India,South,Andhra Pradesh,AP-Territory 1,Kalyandurg
India,South,Andhra Pradesh,AP-Territory 1,Kamareddy
India,South,Andhra Pradesh,AP-Territory 1,Kanapaka
India,South,Andhra Pradesh,AP-Territory 1,Kandukur
India,South,Andhra Pradesh,AP-Territory 1,Kantabamsuguda
India,South,Andhra Pradesh,AP-Territory 1,Kanuru
India,South,Andhra Pradesh,AP-Territory 1,Kapra
India,South,Andhra Pradesh,AP-Territory 1,Karimnagar
India,South,Andhra Pradesh,AP-Territory 1,Kavali
India,South,Andhra Pradesh,AP-Territory 1,Khammam
India,South,Andhra Pradesh,AP-Territory 1,Koratla
India,South,Andhra Pradesh,AP-Territory 1,Kothagudem
India,South,Andhra Pradesh,AP-Territory 1,Kothavalasa
